"Code","Name","Latitude","Longitude","YEAR","Depth","Reef Type","tCORALavg","tCORALstd","tFMAavg","tFMAstd","tLUTJavg","tLUTJstd","tSERRavg","tSERRstd","tCARAavg","tCARAstd","tSPHYavg","tSPHYstd","tCommBiomass","tACANavg","tACANstd","tSCARavg","tSCARstd","tHerbiBiomass"
"BZ1102","Southwater Caye Reef, NE Range Patch",16.64165,-88.11543,"2006",NA,NA,NA,NA,NA,NA,435,467,0,0,132,248,117,370,684,1743,2217,292,332,2075
"BZ1103","NE Range",16.6584,-88.0956,"2023",NA,"Bank",6.916667,3.983473,27.416667,13.454914,559.98318938503,707.0978055413,0,0,71.563561919063,50.6030799188328,0,0,631.546751304093,835.10232021412,1193.1524221648,573.80254685471,288.28290587192,1123.38522608604
"BZ1103","Southwater Caye Reef, NE Range",16.65841,-88.09564,"2006",NA,NA,NA,NA,NA,NA,484,731,2,8,0,0,0,0,486,457,325,827,896,1353
"BZ1103","Southwater Caye Reef, NE Range",16.65841,-88.09564,"2009",NA,NA,NA,NA,NA,NA,52,87,10,27,8,20,18,46,88,597,748,189,270,867
"BZ1103","Southwater Caye Reef, NE Range",16.65841,-88.09564,"2011",1.2,NA,18.5,4.97,36.67,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1103","Southwater Caye Reef, NE Range",16.65841,-88.09564,"2011",1.9,NA,NA,NA,NA,NA,75,126,32,75,16,28,0,0,123,407,593,285,436,843
"BZ1103","Southwater Caye Reef, NE Range",16.65841,-88.09564,"2014",1.1,NA,20.33,8.24,39.67,6.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1103","Southwater Caye Reef, NE Range",16.65841,-88.09564,"2014",1.3,NA,NA,NA,NA,NA,480,351,1,4,112,196,535,1692,1128,1500,1886,649,423,1923
"BZ1103","Southwater Caye Reef, NE Range",16.65841,-88.09564,"2016",1.4,NA,8.5,8.31,45.67,9.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1103","Southwater Caye Reef, NE Range",16.65841,-88.09564,"2016",1.8,NA,NA,NA,NA,NA,24,44,0,0,84,267,0,0,108,200,331,180,218,418
"BZ1104","North of Middle Caye",16.75118,-87.8214,"2016",1.5,NA,9.67,4.27,32.5,4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1104","North of Middle Caye",16.75118,-87.8214,"2016",2.2,NA,NA,NA,NA,NA,104,329,0,0,6,20,0,0,110,948,1996,703,1153,2101
"BZ1104","North of Middle Caye",16.75118,-87.8214,"2018",1.3,NA,6.17,3.97,40.67,7.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1104","North of Middle Caye",16.75118,-87.8214,"2018",1.5,NA,NA,NA,NA,NA,286,510,0,0,3,8,0,0,289,2351,1943,606,848,3199
"BZ1104","North of Middle Caye",16.75118,-87.82139,"2006",NA,NA,NA,NA,NA,NA,636,1245,187,408,197,352,0,0,1020,1282,1107,850,1479,2761
"BZ1104","North of Middle Caye",16.75118,-87.82139,"2009",NA,NA,NA,NA,NA,NA,430,873,0,0,8,26,0,0,438,846,1281,334,680,1526
"BZ1104","North of Middle Caye",16.75118,-87.82139,"2011",1.9,NA,14,4.05,20.17,15.09,545,827,2,5,21,45,0,0,568,285,333,27,51,336
"BZ1104","North of Middle Caye",16.75118,-87.82139,"2021",1.8,NA,15.5,6.19,30.92,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1104","North of Middle Caye",16.75118,-87.82139,"2021",2.7,NA,NA,NA,NA,NA,564,1296,0,0,6,20,0,0,570,214,328,25,46,260
"BZ1104","North of Middle Caye",16.7512,-87.8214,"2023",NA,"Atoll",15.333333,6.368324,25.416667,14.509815,1557.9992455596,1872.9511767006,85.12331071043,255.36993213129,0,0,0,0,1643.12255627003,5777.2575790258,14480.191173883,989.52317918393,1081.4654569419,6858.7230359677
"BZ1105","South Water  Caye Reef",16.7365,-88.1485,"2023",NA,"Bank",7.333333,2.624669,11.166667,6.649979,92.153535432637,163.29179852947,0,0,226.21232030484,159.956265675496,0,0,318.365855737477,250.4080980373,528.94793470107,541.36065361419,662.32583609375,912.73393413105
"BZ1105","Southwater Caye Reef",16.73652,-88.14851,"2006",NA,NA,NA,NA,NA,NA,999,980,0,0,76,239,117,370,1192,967,813,641,439,1406
"BZ1106","Southwest Glover’s Patch",16.7434,-87.8508,"2023",NA,"Atoll",22.666667,9.860133,5.166667,5.920773,429.78675578616,694.83259690618,52.733037589562,129.31359097854,186.26944567699,131.712388166059,0,0,668.789239052712,2931.6438367495,5475.6399956637,2921.2976467738,2906.7266375505,5838.3704743
"BZ1106","Southwest Glovers Patch",16.74339,-87.85077,"2006",NA,NA,NA,NA,NA,NA,766,1067,486,709,427,1328,0,0,1679,1051,1139,667,784,1835
"BZ1106","Southwest Glovers Patch",16.74339,-87.85077,"2009",NA,NA,NA,NA,NA,NA,169,365,4,6,6,20,0,0,179,535,257,946,2251,2786
"BZ1106","Southwest Glovers Patch",16.74339,-87.85077,"2011",1.2,NA,NA,NA,NA,NA,218,445,0,0,6,20,0,0,224,734,1270,561,959,1693
"BZ1106","Southwest Glovers Patch",16.74339,-87.85077,"2011",1.3,NA,22,7.13,16.33,10.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1106","Southwest Glovers Patch",16.74339,-87.85077,"2014",1.4,NA,NA,NA,NA,NA,50,84,45,136,1,3,0,0,96,93,113,167,294,387
"BZ1106","Southwest Glovers Patch",16.74339,-87.85077,"2014",1.8,NA,15.83,6.4,14.5,10.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1106","Southwest Glovers Patch",16.74339,-87.85077,"2016",1.5,NA,NA,NA,NA,NA,784,1256,0,0,304,686,117,370,1205,646,1008,789,1184,1830
"BZ1106","Southwest Glovers Patch",16.74339,-87.85077,"2016",2,NA,12,5.9,18.17,5.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1106","Southwest Glovers Patch",16.74339,-87.85077,"2021",1.5,NA,18.67,13.13,15.33,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1106","Southwest Glovers Patch",16.74339,-87.85077,"2021",1.9,NA,NA,NA,NA,NA,578,1267,0,0,0,0,0,0,578,1435,1806,121,177,1612
"BZ1107","Glovers Reef",16.78407,-87.84454,"2006",NA,NA,NA,NA,NA,NA,387,417,0,0,104,245,29,62,520,353,380,327,353,706
"BZ1108","Glovers Reef",16.88771,-87.74559,"2006",NA,NA,NA,NA,NA,NA,988,867,54,100,13,40,117,370,1172,1279,1108,484,580,1859
"BZ1109","Glover's North inner patch",16.88644,-87.78005,"2018",1,NA,13.33,2.25,22,8.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1109","Glover's North inner patch",16.88644,-87.78005,"2018",1.3,NA,NA,NA,NA,NA,104,330,0,0,0,0,0,0,104,142,257,158,229,371
"BZ1109","Glover's North Inner Patch",16.8864,-87.7801,"2023",NA,"Atoll",17.833333,7.38053,43.166667,16.80691,0,0,31.031272616373,93.09381784912,0,0,0,0,31.031272616373,1559.1720622937,2402.4554968924,272.96366030124,266.44263956067,1825.61470185437
"BZ1109","Glover's North Inner Patch",16.88644,-87.78005,"2006",NA,NA,NA,NA,NA,NA,703,676,447,1063,486,1407,0,0,1636,1512,2054,1357,1530,3042
"BZ1109","Glover's North Inner Patch",16.88644,-87.78005,"2009",NA,NA,NA,NA,NA,NA,242,363,120,374,2,6,0,0,364,298,350,175,175,473
"BZ1109","Glover's North Inner Patch",16.88644,-87.78005,"2011",1.4,NA,9.67,7.15,44.83,21.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1109","Glover's North Inner Patch",16.88644,-87.78005,"2011",2.7,NA,NA,NA,NA,NA,108,195,2,5,13,40,0,0,123,295,418,257,344,639
"BZ1109","Glover's North Inner Patch",16.88644,-87.78005,"2014",2.6,NA,NA,NA,NA,NA,52,115,0,0,0,0,0,0,52,375,483,529,583,958
"BZ1109","Glover's North Inner Patch",16.88644,-87.78005,"2014",3.1,NA,11.67,6.65,57.5,11.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1109","Glover's North Inner Patch",16.88644,-87.78005,"2016",1.5,NA,NA,NA,NA,NA,1080,1494,1,3,0,0,0,0,1081,1029,1415,980,804,1833
"BZ1109","Glover's North Inner Patch",16.88644,-87.78005,"2016",1.6,NA,11.5,5.68,43,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1109","Glover's North Inner Patch",16.88644,-87.78005,"2021",1.2,NA,12.83,13.36,29.67,18.8,0,0,0,0,0,0,0,0,0,9,10,32,83,92
"BZ1110","S. Long Caye",17.14585,-88.05402,"2006",NA,NA,NA,NA,NA,NA,126,163,46,66,0,0,0,0,172,1229,1442,447,282,1511
"BZ1111","Lighthouse",17.15576,-87.6134,"2006",NA,NA,NA,NA,NA,NA,296,583,14,34,0,0,3,10,313,387,561,125,324,711
"BZ1112","Rendezvous",17.24508,-88.05223,"2006",NA,NA,NA,NA,NA,NA,143,242,74,163,20,45,0,0,237,1235,1111,190,141,1376
"BZ1112","Rendezvous",17.2451,-88.0522,"2023",NA,"Barrier",26.5,8.098354,1,0.816497,275.07187810491,443.34683223863,312.05325633279,584.28747029228,15.595305810757,11.0275464934642,0,0,602.720440248457,238.20548099683,458.87867681678,1567.8824312433,1054.7037843903,1292.90926538713
"BZ1112","Rendezvous Caye Patch",17.24508,-88.05223,"2014",2,NA,20.83,5.56,16.33,5.2,287,531,2,6,0,0,0,0,289,5091,4352,1106,3068,8159
"BZ1112","Rendezvous Caye Patch",17.24508,-88.05223,"2016",1.5,NA,NA,NA,NA,NA,85,144,73,196,28,89,0,0,186,791,580,153,149,940
"BZ1112","Rendezvous Caye Patch",17.24508,-88.05223,"2016",1.8,NA,23.33,14.61,5,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1112","Rendezvous Caye Patch",17.24508,-88.05223,"2018",3.7,NA,21.5,9.89,20.17,12.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1112","Rendezvous Caye Patch",17.24508,-88.05223,"2018",8.8,NA,NA,NA,NA,NA,336,420,9,30,56,118,0,0,401,6868,4155,585,829,7697
"BZ1112","Rendezvous Caye Patch",17.24508,-88.05223,"2021",5.7,NA,41.67,7.2,2.33,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1112","Rendezvous Caye Patch",17.24508,-88.05223,"2021",5.9,NA,NA,NA,NA,NA,32,51,4,8,0,0,0,0,36,2332,1110,8,14,2346
"BZ1114","West Halfmoon Caye Park Edge",17.2591,-87.5558,"2006",NA,NA,NA,NA,NA,NA,125,246,0,0,37,89,59,131,221,732,777,387,847,1579
"BZ1114","West Halfmoon Caye Park Edge",17.2591,-87.5558,"2009",NA,NA,NA,NA,NA,NA,151,186,0,0,8,19,0,0,159,577,735,184,322,899
"BZ1114","West Halfmoon Caye Park Edge",17.2591,-87.5558,"2011",1.6,NA,14.33,6.77,29.17,12.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1114","West Halfmoon Caye Park Edge",17.2591,-87.5558,"2011",3,NA,NA,NA,NA,NA,239,336,0,0,198,470,0,0,437,1312,826,490,392,1704
"BZ1114","West Halfmoon Caye Park Edge",17.2591,-87.5558,"2013",1,NA,13.33,4.03,30.17,7.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1114","West Halfmoon Caye Park Edge",17.2591,-87.5558,"2013",1.4,NA,NA,NA,NA,NA,17,30,74,176,10,26,0,0,101,1318,1451,502,415,1733
"BZ1114","West Halfmoon Caye Park Edge",17.2591,-87.5558,"2016",1.1,NA,14.6,4.34,4,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1114","West Halfmoon Caye Park Edge",17.2591,-87.5558,"2016",1.2,NA,NA,NA,NA,NA,13,37,12,33,0,0,0,0,25,171,203,1039,2585,2756
"BZ1116","S of English Caye",17.30733,-88.05483,"2006",NA,NA,NA,NA,NA,NA,113,161,64,134,19,43,0,0,196,1140,707,116,137,1277
"BZ1117","Lighthouse",17.3826,-87.5184,"2006",NA,NA,NA,NA,NA,NA,172,246,0,0,36,106,10,15,218,616,415,406,481,1097
"BZ1118","Robinson area flats",17.3524,-88.1501,"2023",NA,"Lagoonal",14.166667,7.690181,3.916667,3.321855,448.72648862139,860.64800201863,33.395098863421,45.042752619643,362.68950706778,256.460209912834,314.2057879241,526.56318933521,1159.01688247669,900.23308642147,1032.3855368124,758.19601136715,890.43737915637,1790.67046557784
"BZ1118","Triangles",17.35238,-88.1501,"2011",3.2,NA,NA,NA,NA,NA,820,1589,0,0,0,0,0,0,820,714,1023,417,701,1415
"BZ1118","Triangles",17.35238,-88.1501,"2011",5.8,NA,20.17,7.88,1.83,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1118","Triangles",17.35238,-88.15007,"2006",NA,NA,NA,NA,NA,NA,20,43,9,30,19,43,0,0,48,2853,1471,165,251,3104
"BZ1118","Triangles",17.35238,-88.15007,"2009",NA,NA,NA,NA,NA,NA,26,59,0,0,1,3,0,0,27,547,282,378,479,1026
"BZ1119","Lighthouse",17.4138,-87.4926,"2006",NA,NA,NA,NA,NA,NA,124,178,0,0,53,118,0,0,177,367,248,425,564,931
"BZ1121","Lighthouse",17.4223,-87.5265,"2006",NA,NA,NA,NA,NA,NA,214,227,0,0,0,0,29,93,243,612,432,422,580,1192
"BZ1124","Nothing Special",16.1548,-88.3299,"2023",NA,"Barrier",12.833333,7.220726,15,5.163978,423.88237775858,812.54276227881,64.835924405635,113.00715600355,0,0,0,0,488.718302164215,188.0699103243,368.8061567664,3105.4760843316,1017.2743091076,1205.3442194319
"BZ1124","Southwest of Seal Caye",16.1548,-88.3729,"2006",NA,NA,NA,NA,NA,NA,215,355,62,108,0,0,0,0,277,2634,1575,0,0,2634
"BZ1124","Southwest of Seal Caye",16.1548,-88.3729,"2018",8.9,NA,16.83,7.36,19.92,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1124","Southwest of Seal Caye",16.1548,-88.3729,"2018",10.3,NA,NA,NA,NA,NA,1005,1070,0,0,69,165,0,0,1074,2137,1179,168,307,2444
"BZ1124","Southwest of Seal Caye",16.1548,-88.3729,"2021",7.6,NA,13.17,5.15,12.33,5.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1124","Southwest of Seal Caye",16.1548,-88.3729,"2021",8,NA,NA,NA,NA,NA,0,0,3,10,0,0,0,0,3,904,607,0,0,904
"BZ1125","LBC/south",16.4327,-88.2102,"2006",NA,NA,NA,NA,NA,NA,720,883,15,34,34,53,41,129,810,1987,1869,64,159,2146
"BZ1126",NA,16.4513,-88.2018,"2006",NA,NA,NA,NA,NA,NA,724,1794,12,30,110,211,161,497,1007,592,517,38,82,674
"BZ1127","Cat Caye",16.65068,-88.18202,"2006",NA,NA,NA,NA,NA,NA,629,938,0,0,0,0,117,370,746,724,746,1,4,728
"BZ1128","East of Water Caye",17.385,-88.04222,"2021",2.4,NA,NA,NA,NA,NA,73,231,37,75,62,198,0,0,172,1421,904,3335,9359,10780
"BZ1128","East of Water Caye",17.385,-88.04222,"2021",3.6,NA,39.83,18.5,0.5,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1128","East of Water Caye / Spanish Bay",17.38828,-88.04557,"2006",NA,NA,NA,NA,NA,NA,679,1190,230,384,56,118,15,46,980,2152,1824,470,507,2659
"BZ1128","East of Water Caye / Spanish Bay",17.38828,-88.04557,"2009",NA,NA,NA,NA,NA,NA,61,91,48,86,0,0,15,46,124,536,387,385,433,969
"BZ1128","East of Water Caye / Spanish Bay",17.38828,-88.04557,"2011",2.6,NA,NA,NA,NA,NA,583,621,0,0,16,45,0,0,599,2943,2698,1486,2540,5483
"BZ1128","East of Water Caye / Spanish Bay",17.38828,-88.04557,"2011",4.2,NA,25.83,7.73,9,5.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1128","East of Water Caye / Spanish Bay",17.38828,-88.04557,"2013",2.6,NA,NA,NA,NA,NA,40,58,0,0,0,0,0,0,40,4066,4769,543,691,4757
"BZ1128","East of Water Caye / Spanish Bay",17.38828,-88.04557,"2013",3.8,NA,22,11.27,11,4.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1128","Spanish Bay",17.3883,-88.0456,"2023",NA,"Barrier",19.166667,8.02946,14.666667,10.530379,268.57463723167,494.6347325662,8.3985741529233,25.19572245877,74.507778270795,52.6849552664228,0,0,351.480989655388,153.02881484613,251.27281565556,1611.3078310271,1056.9634358556,1209.99225070173
"BZ1130","Rise & Fall",16.0682,-88.3011,"2023",NA,"Bank",8,4.041452,28,21.18962,1058.5273837431,1190.6330207662,622.5904394442,1216.2382349308,0,0,0,0,1681.1178231873,498.83832774784,439.57467624511,1981.6316415476,1626.1561705537,2124.99449830154
"BZ1130","Sapodilla Cayes S of Ragged",16.06817,-88.3011,"2006",NA,NA,NA,NA,NA,NA,0,0,359,980,0,0,117,370,476,1382,723,476,568,1950
"BZ1148","E of Rio Grande",16.0898,-88.7028,"2006",NA,NA,NA,NA,NA,NA,7,16,0,0,0,0,0,0,7,121,116,2,4,125
"BZ1149","Seal Caye",16.1237,-88.3787,"2023",NA,"Barrier",15.833333,6.76798,17.666667,8.034647,597.8442858909,1259.7672375015,135.85081672487,178.71589184169,0,0,0,0,733.69510261577,4441.1377859378,13080.247053824,4451.6637097493,2599.9687755671,7041.1065615049
"BZ1149","Southwest of Seal Caye",16.12373,-88.37865,"2006",NA,NA,NA,NA,NA,NA,161,150,34,76,13,27,0,0,208,2974,1355,22,43,3017
"BZ1149","Southwest of Seal Caye",16.12373,-88.37861,"2021",8.3,NA,NA,NA,NA,NA,93,201,24,48,60,126,0,0,177,1020,299,440,1278,2298
"BZ1149","Southwest of Seal Caye",16.12373,-88.37861,"2021",8.4,NA,12.67,4.32,25.67,5.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1157","Frenchman",16.1723,-88.6465,"2006",NA,NA,NA,NA,NA,NA,21,45,0,0,0,0,0,0,21,874,507,212,215,1089
"BZ1158",NA,16.2148,-88.3743,"2006",NA,NA,NA,NA,NA,NA,371,428,20,42,0,0,0,0,391,1281,567,59,82,1363
"BZ1161","Garbutt's Range",16.2195,-88.7169,"2006",NA,NA,NA,NA,NA,NA,21,33,0,0,0,0,0,0,21,129,160,0,0,129
"BZ1163",NA,16.2786,-88.2411,"2006",NA,NA,NA,NA,NA,NA,623,1804,60,157,0,0,0,0,683,1451,1568,24,40,1491
"BZ1166",NA,16.338,-88.3436,"2006",NA,NA,NA,NA,NA,NA,177,232,21,66,0,0,0,0,198,310,297,62,99,409
"BZ1171",NA,16.4416,-88.2331,"2006",NA,NA,NA,NA,NA,NA,1948,1285,38,45,78,197,176,363,2240,1688,2312,118,172,1860
"BZ1172","Round Caye, South",16.4117,-88.0548,"2006",NA,NA,NA,NA,NA,NA,236,722,164,350,127,401,0,0,527,2503,2009,131,169,2672
"BZ1177","Bugle's Caye",16.4903,-88.3236,"2006",NA,NA,NA,NA,NA,NA,587,771,9,12,88,166,231,367,915,1376,1409,390,402,1778
"BZ1177","Bugle's Caye",16.4903,-88.3236,"2009",NA,NA,NA,NA,NA,NA,4874,6183,0,0,11418,35799,1210,3093,17502,3948,3421,1170,1274,5222
"BZ1177","Bugle's Caye",16.4903,-88.3236,"2011",3.4,NA,28.5,16.21,0.5,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1177","Bugle's Caye",16.4903,-88.3236,"2011",NA,NA,NA,NA,NA,NA,448,663,0,0,479,1509,0,0,927,725,631,463,1102,1827
"BZ1177","Bugle's Caye",16.4903,-88.3236,"2014",2.6,NA,9.5,5.01,23,12.82,89,137,0,0,0,0,0,0,89,314,598,112,278,592
"BZ1177","Bugle's Caye",16.4903,-88.3236,"2016",2.1,NA,10.67,6.19,21,8.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1177","Bugle's Caye",16.4903,-88.3236,"2016",3.6,NA,NA,NA,NA,NA,1421,1844,44,138,0,0,0,0,1465,1954,1168,1327,3433,5387
"BZ1177","Bugle's Caye",16.4903,-88.3236,"2021",2.7,NA,NA,NA,NA,NA,235,378,0,0,155,395,0,0,390,226,243,91,258,484
"BZ1177","Bugle's Caye",16.4903,-88.3236,"2021",2.8,NA,25.67,8.26,9.83,5.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1177","Bugle's Caye",16.4903,-88.3236,"2023",NA,"Lagoonal",12.583333,5.64518,7.666667,5.25727,1341.323781659,2287.923216198,0,0,1.2189714196485,0.861942956906047,0,0,1342.54275307865,217.78181466858,578.61395045132,2072.6497955639,1898.5526268094,2116.33444147798
"BZ1178","NA,NA",16.4563,-88.2097,"2023",NA,"Lagoonal",5.166667,2.339278,7.583333,3.271298,251.73337065482,283.36905829027,38.530398827206,115.59119648162,343.09672783665,242.606022856211,523.46759071072,1570.4027721322,1156.8280880294,65.866824593245,130.39377889008,2019.0870007263,2125.8723279006,2191.73915249384
"BZ1178","West of Laughing Bird Caye",16.4563,-88.2097,"2021",6.4,NA,3,2.19,32.67,13.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1178","West of Laughing Bird Caye",16.4563,-88.2097,"2021",6.5,NA,NA,NA,NA,NA,290,776,9,30,0,0,0,0,299,1162,1397,49,109,1271
"BZ1178",NA,16.4563,-88.2097,"2006",NA,NA,NA,NA,NA,NA,346,457,22,37,9,13,172,374,549,214,300,34,58,272
"BZ1178",NA,16.4563,-88.2097,"2009",NA,NA,NA,NA,NA,NA,817,1840,81,256,678,1305,0,0,1576,6028,6164,3822,7846,13874
"BZ1178A","West of Laughing Bird Caye",16.45676,-88.2093,"2011",7.5,NA,NA,NA,NA,NA,47,65,3,6,56,178,0,0,106,179,294,33,41,220
"BZ1178A","West of Laughing Bird Caye",16.45676,-88.2093,"2011",9.7,NA,11.17,4.71,4.33,5.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1178A","West of Laughing Bird Caye",16.45676,-88.2093,"2014",6.2,NA,NA,NA,NA,NA,0,0,2,5,0,0,0,0,2,208,190,8,13,221
"BZ1178A","West of Laughing Bird Caye",16.45676,-88.2093,"2014",7.2,NA,3.17,4.17,25.17,6.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1178A","West of Laughing Bird Caye",16.45676,-88.2093,"2016",7.5,NA,NA,NA,NA,NA,3054,5396,317,353,56,118,0,0,3427,1115,968,58,117,1232
"BZ1178A","West of Laughing Bird Caye",16.45676,-88.2093,"2016",7.8,NA,15.17,7.44,22.17,11.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1179",NA,16.4955,-87.9863,"2006",NA,NA,NA,NA,NA,NA,1098,1259,8,14,152,217,122,386,1380,1982,2519,179,147,2129
"BZ1183","Babe Caye",16.5137,-88.2998,"2006",NA,NA,NA,NA,NA,NA,230,306,5,9,24,47,15,46,274,345,376,194,421,766
"BZ1184","Gladden",16.5323,-87.9844,"2006",NA,NA,NA,NA,NA,NA,2017,1871,68,128,278,319,122,386,2485,5027,2306,330,367,5394
"BZ1186","False Caye",16.6034,-88.3342,"2006",NA,NA,NA,NA,NA,NA,2858,3354,69,141,89,222,137,271,3153,3840,2737,327,351,4191
"BZ1186","False Caye",16.6034,-88.3342,"2009",NA,NA,NA,NA,NA,NA,110,274,1,3,4,11,41,129,156,602,633,101,118,720
"BZ1186","False Caye",16.6034,-88.3342,"2011",2.1,NA,21,8.97,1,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1186","False Caye",16.6034,-88.3342,"2011",NA,NA,NA,NA,NA,NA,295,436,0,0,0,0,0,0,295,287,252,49,63,350
"BZ1186","False Caye",16.6034,-88.3342,"2014",1.4,NA,NA,NA,NA,NA,53,114,0,0,0,0,0,0,53,480,383,0,0,480
"BZ1186","False Caye",16.6034,-88.3342,"2014",2.2,NA,5.33,3.39,22.5,11.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1186","False Caye",16.6034,-88.3342,"2016",1.8,NA,6.5,6.28,44.17,10.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1186","False Caye",16.6034,-88.3342,"2016",4.6,NA,NA,NA,NA,NA,68,155,0,0,0,0,0,0,68,304,165,0,0,304
"BZ1186","False Caye",16.6034,-88.3342,"2023",NA,"Lagoonal",3.333333,2.624669,34.833333,9.719682,92.718255189303,227.26522509598,0,0,0,0,0,0,92.718255189303,0,0,1930.7894239851,1135.4171292102,1135.4171292102
"BZ1188","Southwater Caye Reef, Quamina South",16.62848,-88.22865,"2006",NA,NA,NA,NA,NA,NA,594,531,1,3,28,89,0,0,623,1104,1036,979,1034,2138
"BZ1189","Southwater Caye Reef, Quamina Caye North",16.6432,-88.22424,"2006",NA,NA,NA,NA,NA,NA,607,888,0,0,0,0,0,0,607,1527,1429,194,350,1877
"BZ1190","Southwater Caye, South Cut",16.70421,-88.07402,"2006",NA,NA,NA,NA,NA,NA,435,675,9,30,28,89,0,0,472,1537,859,1138,601,2138
"BZ1192","Southwater Caye / Near Wee Wee Caye",16.75744,-88.14417,"2006",NA,NA,NA,NA,NA,NA,351,348,1,4,0,0,0,0,352,1234,826,241,285,1519
"BZ1192","Southwater Caye / Near Wee Wee Caye",16.75744,-88.14417,"2009",NA,NA,NA,NA,NA,NA,133,272,1,3,4,11,41,129,179,792,627,578,1522,2314
"BZ1192","Southwater Caye / Near Wee Wee Caye",16.75744,-88.14417,"2011",1.4,NA,NA,NA,NA,NA,272,349,121,382,28,89,0,0,421,3134,2552,1905,3407,6541
"BZ1192","Southwater Caye / Near Wee Wee Caye",16.75744,-88.14417,"2011",2.9,NA,30.67,14.12,1.33,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1192","Southwater Caye / Near Wee Wee Caye",16.75744,-88.14417,"2014",2.2,NA,18.33,8.52,1.5,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1192","Southwater Caye / Near Wee Wee Caye",16.75744,-88.14417,"2014",9.1,NA,NA,NA,NA,NA,416,476,0,0,30,54,307,719,753,771,698,363,262,1033
"BZ1192","Southwater Caye / Near Wee Wee Caye",16.75744,-88.14417,"2016",1,NA,NA,NA,NA,NA,97,181,0,0,6,20,0,0,103,943,1197,741,1782,2725
