"Code","Name","Latitude","Longitude","YEAR","Depth","Reef Type","tCORALavg","tCORALstd","tFMAavg","tFMAstd","tLUTJavg","tLUTJstd","tSERRavg","tSERRstd","tCARAavg","tCARAstd","tSPHYavg","tSPHYstd","tCommBiomass","tACANavg","tACANstd","tSCARavg","tSCARstd","tHerbiBiomass"
"WP5_SFR","WP5_SFR",17.54716,-87.82292,"2018",7.6,NA,NA,NA,NA,NA,11,31,14,40,162,457,0,0,187,1606,1435,328,347,1953
"WQ4","WQ4",17.43809,-87.534,"2021",1.6,NA,8.5,0.84,1.17,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQ4","WQ4",17.43809,-87.534,"2021",2,NA,NA,NA,NA,NA,220,175,0,0,13,40,0,0,233,2400,1735,430,532,2932
NA,"Aquarium-Lighthouse Reef",17.22564,-87.59358,"2013",8,NA,NA,NA,NA,NA,596,548,262,361,149,183,69,146,1076,1510,1234,1132,927,2437
NA,"Belize City - Caye Caulker",17.72555,-88.01093,"2009",NA,NA,NA,NA,NA,NA,590,558,443,1330,0,0,3,10,1036,3473,3050,1548,1493,4966
NA,"Belize City - Coral Lane",17.30717,-88.05377,"2009",NA,NA,NA,NA,NA,NA,246,231,7,23,97,238,0,0,350,1781,1539,757,1557,3338
NA,"Belize City - Goff's Caye",17.35208,-88.03845,"2009",NA,NA,NA,NA,NA,NA,46,97,1,4,0,0,0,0,47,449,399,516,385,834
NA,"Belize City - Lee Reef",17.43482,-88.03745,"2009",NA,NA,NA,NA,NA,NA,32,51,0,0,134,206,0,0,166,360,228,225,403,763
NA,"Belize City - Rendezvous Caye",17.24743,-88.05373,"2009",NA,NA,NA,NA,NA,NA,86,78,11,36,22,30,0,0,119,2327,2522,283,424,2751
NA,"Belize City - South Gallows",17.45722,-88.03785,"2009",NA,NA,NA,NA,NA,NA,3026,4119,38,67,9,22,21,46,3094,596,562,290,424,1020
NA,"BZ1081",18.1755,-87.828,"2023",NA,"Barrier",4.666667,3.496029,38.5,7.756718,240.57361045582,373.20765779558,0,0,37.253889135398,26.3424776332118,0,0,277.827499591218,251.64619173576,296.17767536708,672.41752905163,1254.281780135,1505.92797187076
NA,"BZ1234",18.1807,-87.8284,"2023",NA,"Barrier",2.666667,2.285218,40.75,4.845531,25.469846329847,76.409538989542,0,0,38.472860555046,27.2044205901175,523.46759071072,1570.4027721322,587.410297595613,3811.4221074364,10508.827805696,309.86807957488,586.508663139,4397.9307705754
NA,"CBSFR",17.157,-87.9092,"2023",NA,"Atoll",20.5,9.517528,4.166667,2.67187,1504.6523993103,2110.8280170198,0,0,139.0692423672,98.3368043323226,0,0,1643.7216416775,255.14069534938,317.80211625869,566.06475684207,612.41998604526,867.56068139464
NA,"CZ2_SFR",17.5101,-87.7499,"2023",NA,"Atoll",15.833333,4.980518,9.166667,1.86339,845.52861992351,1085.7679403606,123.21042099232,348.49169678609,0,0,0,0,968.73904091583,1178.8924815526,788.53325661728,3247.2379302166,2795.8973163545,3974.7897979071
NA,"LHA North Tip",17.47389,-87.48375,"2013",10.4,NA,NA,NA,NA,NA,575,363,865,1441,132,212,378,735,1950,1057,968,653,677,1734
NA,"Light House Reef 301",17.33986,-87.53912,"2013",3.2,NA,NA,NA,NA,NA,874,604,148,418,278,490,215,609,1515,425,413,795,955,1380
NA,"Mitch Island- HMC",17.20369,-87.52681,"2013",10.7,NA,NA,NA,NA,NA,240,334,768,2041,517,1258,513,949,2038,2422,964,1843,1315,3737
NA,"Palencia - Laughing Bird Caye",16.44389,-88.1975,"2009",NA,NA,NA,NA,NA,NA,1332,1235,62,133,23,43,234,493,1651,1670,1155,378,568,2238
NA,"Palencia - N. Silk Caye",16.45639,-88.03528,"2009",NA,NA,NA,NA,NA,NA,1502,3396,0,0,238,661,237,501,1977,434,536,525,1142,1576
NA,"Palencia - Ranguana Caye",16.33306,-88.14972,"2009",NA,NA,NA,NA,NA,NA,345,436,0,0,139,235,449,769,933,509,528,236,379,888
NA,"Pompion",16.3731,-88.0892,"2023",NA,"Barrier",7.333333,2.357023,42.833333,14.02874,0,0,18.976413702676,33.137722548873,3053.3533350495,2159.04684857206,0,0,3072.32974875218,634.8626419823,1122.1010101751,1579.1866003535,977.80958228495,1612.67222426725
NA,"Ranguana",16.331,-88.1497,"2023",NA,"Bank",15.333333,4.189935,10.166667,7.67391,604.59697049166,1419.4469348842,0,0,47.177584818233,33.3595901449761,0,0,651.774555309893,843.19892640033,2186.4621656598,2433.4846118599,2887.8294824738,3731.02840887413
NA,"San Pedro - Control (Canalito)",17.83389,-87.98767,"2009",NA,NA,NA,NA,NA,NA,470,676,20,65,310,541,0,0,800,1360,1584,921,1788,3148
NA,"San Pedro - Hol Chan",17.86242,-87.97842,"2009",NA,NA,NA,NA,NA,NA,2580,3406,1064,1720,764,1447,1108,1891,5516,1975,1264,388,494,2469
NA,"San Pedro - North Channel Coral Gardens",17.79744,-87.99686,"2009",NA,NA,NA,NA,NA,NA,243,269,4,8,76,238,0,0,323,2401,4424,227,230,2631
NA,"Sargeant's Caye",17.3965,-88.03458,"2013",6,NA,NA,NA,NA,NA,429,736,3,7,0,0,0,0,432,1628,1615,159,165,1793
NA,"South Tip Lighthouse Reef",17.13488,-87.62133,"2013",10.7,NA,NA,NA,NA,NA,1074,763,116,162,261,289,267,644,1718,1064,380,1495,1477,2541
NA,"SP_SFR",17.3344,-87.7877,"2023",NA,"Atoll",18.333333,7.249521,11.25,2.512469,460.07841920975,790.14252490682,270.05710670035,759.92097808453,13.593702727624,9.612199380137,0,0,743.729228637724,311.71217334633,280.62547524443,1085.0866428868,1899.0981794448,2210.81035279113
